image,number_responses,avg_words_per_response,percent_unique_words,simpson_diversity,modal_agreement,modal_names,modal_response_agreement,modal_response
VCS_10.png,28,2.25,0.5396825396825397,0.044034818228366614,0.2857142857142857,星,0.17857142857142858,飞镖
VCS_100.png,26,1.5384615384615385,0.85,0.007692307692307693,0.07692307692307693,"衣服,兔子,形,小,兔头,裙子",0.07692307692307693,"衣服,裙子"
VCS_110.png,24,1.5833333333333333,0.7894736842105263,0.021337126600284494,0.20833333333333334,兔子,0.125,"兔头,兔子"
VCS_120.png,21,2.1904761904761907,0.8913043478260869,0.004830917874396135,0.09523809523809523,"饼干,的,背心,围裙,兔子",0.09523809523809523,"背心,围裙,兔子"
VCS_130.png,27,1.7037037037037037,0.9347826086956522,0.002898550724637681,0.07407407407407407,"兔子,的,身材",0.037037037037037035,"背对.而.坐,围裙,身体,莫名其妙,兔子.的.臉,s.礼服.长,跳跃,肚兜,凹.罐子,泳装,兔子,围嘴,左右.鼓出.90.度.包.的.下门.牙,身材,泳衣,背心,梨形.身材,猫头,细腰.罐,水罐,兔耳.瓦罐,阿娜多姿,异形.花瓶,小兔,八角形,护甲,紧身.形"
VCS_140.png,26,1.3846153846153846,0.8333333333333334,0.01904761904761905,0.19230769230769232,花瓶,0.11538461538461539,花瓶
VCS_150.png,19,1.7894736842105263,0.8235294117647058,0.012477718360071301,0.15789473684210525,花瓶,0.10526315789473684,罐子
VCS_160.png,30,1.6333333333333333,0.8979591836734694,0.00510204081632653,0.1,罐子,0.06666666666666667,"罐子,花瓶"
VCS_170.png,27,1.4814814814814814,0.8,0.014102564102564103,0.1111111111111111,"花瓶,熊,缸",0.1111111111111111,花瓶
VCS_180.png,17,1.9411764705882353,0.9393939393939394,0.003787878787878788,0.11764705882352941,"的,花瓶",0.11764705882352941,花瓶
VCS_190.png,31,1.8387096774193548,0.8070175438596491,0.008771929824561403,0.0967741935483871,"不,徽章,盾牌",0.06451612903225806,"罐子,徽章,盾牌"
VCS_20.png,26,1.6538461538461537,0.627906976744186,0.035437430786267994,0.19230769230769232,星,0.15384615384615385,飞镖
VCS_200.png,27,1.7407407407407407,0.8297872340425532,0.012025901942645698,0.14814814814814814,不,0.07407407407407407,"椰子,盾牌"
VCS_210.png,21,2.4285714285714284,0.7647058823529411,0.012549019607843137,0.19047619047619047,五,0.09523809523809523,五边形
VCS_220.png,30,1.9333333333333333,0.6724137931034483,0.045372050816696916,0.4,五边形,0.3,五边形
VCS_230.png,26,2.269230769230769,0.7288135593220338,0.019871420222092345,0.23076923076923078,五,0.15384615384615385,五边形
VCS_240.png,20,2.5,0.66,0.03428571428571429,0.3,角,0.1,"五.角.星,星星"
VCS_250.png,28,2.5,0.6142857142857143,0.033126293995859216,0.2857142857142857,星,0.07142857142857142,平底.五.角.星
VCS_260.png,23,2.130434782608696,0.6938775510204082,0.026360544217687076,0.21739130434782608,"五,角",0.08695652173913043,"平底.五.角.星,皇冠"
VCS_270.png,19,1.894736842105263,0.8055555555555556,0.014285714285714285,0.15789473684210525,"角,星",0.10526315789473684,星星
VCS_280.png,29,2.5172413793103448,0.6575342465753424,0.0197869101978691,0.20689655172413793,"角,星",0.10344827586206896,平底.五.角.星
VCS_290.png,25,2.0,0.82,0.010612244897959184,0.12,"平底,五,角,星",0.04,"杨桃,三角.柱,变形.枫叶,突出,放飞.的.风筝,雨衣,窄.平底.五.角.星,厨师,方.四.角.星,一.束.花,长矛,小尖,平底.五.角.星,星型.桩,皇冠,平底.五.角形,奇异.九边形,楼,火炬,圣母,啥.？,不.规则.星形,权杖.头,三角.边形,火锅"
VCS_30.png,20,2.25,0.6888888888888889,0.024242424242424242,0.25,四,0.1,飞镖
VCS_300.png,19,3.0,0.631578947368421,0.03070175438596491,0.3684210526315789,角,0.10526315789473684,缺.角.星
VCS_310.png,31,2.5483870967741935,0.6962025316455697,0.017851346965271016,0.22580645161290322,星,0.06451612903225806,星星
VCS_320.png,25,2.08,0.6346153846153846,0.04147812971342383,0.28,"角,星",0.12,四.角.星
VCS_330.png,18,2.5,0.7333333333333333,0.021212121212121213,0.2777777777777778,星,0.05555555555555555,"飞翔,三角.菱形.角,一.个.角像.匕首.的.四.角.星,多角形,类.十字.星,十边形,飞翔.小鸟.俯瞰.线条.画,钝底.十字.星,锐利.的.飞镖,飞镖,非典型.四.角.星,陀螺,铁蒺藜,五.角.星,超级.赛亚人,变形.四角形,无形.鬼,盾牌"
VCS_340.png,29,2.1379310344827585,0.5161290322580645,0.044420941300899,0.2413793103448276,"飞镖,角",0.13793103448275862,飞镖
VCS_350.png,24,1.7916666666666667,0.4418604651162791,0.08416389811738649,0.3333333333333333,星,0.2916666666666667,四.角.星
VCS_360.png,20,1.45,0.6551724137931034,0.05172413793103448,0.3,海星,0.3,海星
VCS_40.png,28,2.0357142857142856,0.7192982456140351,0.018796992481203006,0.17857142857142858,"四,角",0.07142857142857142,回旋.镖
VCS_50.png,24,1.75,0.6904761904761905,0.022067363530778164,0.16666666666666666,十字,0.08333333333333333,"小.饼干,十字.路口"
VCS_60.png,20,2.1,0.8571428571428571,0.011614401858304297,0.2,四,0.05,"线圈,园.角.x,四边.凹陷.的.方形,十字.飞镖,柔美,背心,不.规则.四.角.飞盘,跪.坐.举手.的.无头人,创可贴,护腰.坐垫,曲线.四.角.星,骨头,泡泡糖,病毒,四.叶草,史莱姆,四.圆.钝角形,档案袋,X.胶,泥巴"
VCS_70.png,26,2.1153846153846154,0.8727272727272727,0.0053872053872053875,0.11538461538461539,角,0.038461538461538464,"水形,四.角.拼图.块,骨头,游走.的.细胞,泡泡,十字,海绵,小.饼干,史莱姆,海星,橡皮泥,圆滑.四.角.星.，.下面.两.个.角.之间.近似.直线,胶泥,粘液,饼干,尿布,坐垫,脊骨,围兜兜,短.耳.撇嘴.兔,耷拉.下来.的.飞镖,小.蛮.腰,梦幻,另.一.个.四角形,裙子,婴肥兔头.形"
VCS_80.png,26,1.4615384615384615,0.8157894736842105,0.01422475106685633,0.11538461538461539,"兔,耳朵,兔子",0.11538461538461539,兔.耳朵
VCS_90.png,21,1.5238095238095237,0.90625,0.006048387096774193,0.09523809523809523,"背心,连衣裙,形",0.047619047619047616,"围嘴,兔.耳朵,三边.捏.扁.的.方形,背心,凹凸,裙子,葫芦,连衣裙,女士.背心,耶,牛头,电.吉他.面板.形,花瓶,笔托,曲线,小.连衣裙,兔兔.形,玩具,胜利,短袖,围兜"
dog.png,77,1.6493506493506493,0.4094488188976378,0.11736032995875516,0.5454545454545454,狗,0.4155844155844156,狗
square.png,72,1.2083333333333333,0.4942528735632184,0.1633253140871425,0.4861111111111111,正方形,0.4444444444444444,正方形
triangle.png,74,1.662162162162162,0.3008130081300813,0.1595361855257897,0.581081081081081,三角形,0.2972972972972973,三角形
