image,number_responses,avg_words_per_response,percent_unique_words,percent_unique_lemmas,simpson_diversity,modal_agreement,modal_names,modal_response_agreement,modal_response
VCS_10.png,38,1.5263157894736843,0.4482758620689655,0.43103448275862066,0.16091954022988506,0.6052631578947368,star,0.3157894736842105,star
VCS_100.png,38,1.4736842105263157,0.7857142857142857,0.75,0.013636363636363636,0.10526315789473684,"bunny,rabbit",0.07894736842105263,rabbit
VCS_110.png,37,1.5135135135135136,0.6607142857142857,0.6607142857142857,0.02792207792207792,0.16216216216216217,"head,rabbit",0.10810810810810811,rabbit.head
VCS_120.png,40,1.35,0.6296296296296297,0.6296296296296297,0.039832285115303984,0.225,rabbit,0.2,rabbit
VCS_130.png,37,1.5135135135135136,0.7142857142857143,0.7142857142857143,0.016883116883116882,0.13513513513513514,face,0.05405405405405406,"vest,shirt,bunny,dog.face,vase"
VCS_140.png,37,1.5405405405405406,0.7719298245614035,0.7543859649122807,0.023809523809523808,0.21621621621621623,vase,0.13513513513513514,vase
VCS_150.png,40,1.45,0.6379310344827587,0.6379310344827587,0.044162129461584994,0.25,vase,0.225,vase
VCS_160.png,38,1.394736842105263,0.5471698113207547,0.5471698113207547,0.05152394775036284,0.2631578947368421,vase,0.18421052631578946,vase
VCS_170.png,37,1.6756756756756757,0.7096774193548387,0.7096774193548387,0.024325753569539928,0.21621621621621623,vase,0.08108108108108109,"badge,vase"
VCS_180.png,40,1.4,0.6607142857142857,0.6607142857142857,0.024025974025974027,0.15,bread,0.075,"bread.slice,vase,bread"
VCS_190.png,38,1.4473684210526316,0.6909090909090909,0.6909090909090909,0.016835016835016835,0.10526315789473684,"shield,badge",0.10526315789473684,shield
VCS_20.png,37,1.5405405405405406,0.631578947368421,0.631578947368421,0.05325814536340852,0.32432432432432434,star,0.13513513513513514,star
VCS_200.png,37,1.4594594594594594,0.7592592592592593,0.7592592592592593,0.03494060097833683,0.2702702702702703,pentagon,0.24324324324324326,pentagon
VCS_210.png,40,1.325,0.5471698113207547,0.5471698113207547,0.12989840348330914,0.475,pentagon,0.35,pentagon
VCS_220.png,38,1.1842105263157894,0.37777777777777777,0.37777777777777777,0.26262626262626265,0.6052631578947368,pentagon,0.5263157894736842,pentagon
VCS_230.png,37,1.4324324324324325,0.4528301886792453,0.4528301886792453,0.14804063860667635,0.4594594594594595,pentagon,0.32432432432432434,pentagon
VCS_240.png,40,1.525,0.3442622950819672,0.3442622950819672,0.14371584699453552,0.525,star,0.2,star
VCS_250.png,38,1.7105263157894737,0.46153846153846156,0.4307692307692308,0.12403846153846154,0.5789473684210527,star,0.18421052631578946,star
VCS_260.png,37,1.5405405405405406,0.5964912280701754,0.5789473684210527,0.09210526315789473,0.4594594594594595,star,0.21621621621621623,star
VCS_270.png,40,1.55,0.46774193548387094,0.45161290322580644,0.1327340031729244,0.55,star,0.225,star
VCS_280.png,38,1.5526315789473684,0.423728813559322,0.4067796610169492,0.1472822910578609,0.5789473684210527,star,0.23684210526315788,star
VCS_290.png,37,1.6216216216216217,0.48333333333333334,0.48333333333333334,0.14124293785310735,0.5945945945945946,star,0.24324324324324326,star
VCS_30.png,40,1.45,0.6551724137931034,0.6551724137931034,0.032667876588021776,0.225,star,0.15,star
VCS_300.png,40,1.55,0.45161290322580644,0.45161290322580644,0.11634056054997356,0.5,star,0.25,star
VCS_310.png,38,1.6578947368421053,0.5555555555555556,0.5396825396825397,0.12391193036354327,0.5789473684210527,star,0.23684210526315788,star
VCS_320.png,37,1.4864864864864864,0.5818181818181818,0.5818181818181818,0.13063973063973064,0.5405405405405406,star,0.2972972972972973,star
VCS_330.png,40,1.575,0.4603174603174603,0.4444444444444444,0.21351766513056836,0.725,star,0.275,star
VCS_340.png,38,1.631578947368421,0.4838709677419355,0.45161290322580644,0.1930195663670016,0.7105263157894737,star,0.34210526315789475,star
VCS_350.png,37,1.4054054054054055,0.34615384615384615,0.34615384615384615,0.2730015082956259,0.7297297297297297,star,0.4864864864864865,star
VCS_360.png,40,1.6,0.453125,0.453125,0.10962301587301587,0.5,star,0.275,star
VCS_40.png,38,1.605263157894737,0.639344262295082,0.6229508196721312,0.034972677595628415,0.23684210526315788,x,0.07894736842105263,cross
VCS_50.png,37,1.6486486486486487,0.6557377049180327,0.6229508196721312,0.022404371584699455,0.13513513513513514,splat,0.13513513513513514,splat
VCS_60.png,40,1.25,0.72,0.7,0.04897959183673469,0.275,blob,0.275,blob
VCS_70.png,38,1.368421052631579,0.7307692307692307,0.7307692307692307,0.021116138763197588,0.15789473684210525,x,0.10526315789473684,blob
VCS_80.png,37,1.5675675675675675,0.7931034482758621,0.7931034482758621,0.012099213551119177,0.13513513513513514,blob,0.10810810810810811,blob
VCS_90.png,40,1.4,0.6785714285714286,0.6785714285714286,0.02857142857142857,0.175,rabbit,0.15,rabbit
dog.png,115,1.0869565217391304,0.144,0.144,0.6544516129032258,0.8782608695652174,dog,0.8173913043478261,dog
square.png,115,1.0521739130434782,0.09090909090909091,0.09090909090909091,0.8110192837465565,0.9478260869565217,square,0.9043478260869565,square
triangle.png,115,1.1130434782608696,0.109375,0.109375,0.6861466535433071,0.9217391304347826,triangle,0.8260869565217391,triangle
